152013: [0, 5, 4, 6, 3, 4, 6, 3, 4, 3, 6, 1, 1, 1, 0]
152039: [1, 1, 10, 14, 3, 6, 1, 7, 0, 2, 2, 5, 1, 0, 4]
152177: [0, 1, 0, 4, 1, 5, 1, 1, 0, 2, 1, 1, 1, 4, 0]
152321: [8, 3, 3, 2, 3, 3, 4, 1, 2, 0, 0, 0, 2, 0, 1]
152369: [0, 1, 1, 1, 0, 0, 3, 1, 2, 0, 2, 0, 2, 3, 2]
152434: [3, 1, 5, 1, 0, 3, 5, 8, 7, 7, 10, 5, 9, 7, 4]
152501: [0, 0, 0, 2, 6, 3, 9, 9, 1, 1, 2, 2, 3, 1, 3]
152517: [1, 3, 10, 3, 1, 2, 9, 1, 2, 1, 0, 1, 0, 0, 0]
152518: [0, 0, 10, 6, 6, 7, 4, 1, 1, 3, 0, 1, 0, 0, 0]
152766: [1, 3, 1, 2, 1, 0, 2, 0, 2, 3, 1, 0, 0, 2, 1]
153001: [0, 2, 3, 8, 1, 4, 4, 5, 1, 4, 1, 3, 0, 1, 0]
153114: [3, 2, 4, 5, 3, 9, 2, 0, 0, 1, 1, 0, 0, 0, 1]
153138: [1, 6, 8, 5, 13, 12, 15, 6, 13, 6, 17, 12, 7, 18, 27]
153264: [0, 0, 0, 3, 3, 2, 2, 2, 5, 4, 0, 1, 0, 1, 1]
153456: [3, 2, 4, 8, 13, 11, 9, 11, 7, 0, 2, 2, 0, 3, 3]
153729: [0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 2, 0, 0, 1]
153803: [12, 16, 13, 22, 20, 9, 3, 16, 14, 12, 12, 6, 2, 1, 5]
153949: [0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 3, 1, 2, 7, 1]
153955: [0, 1, 1, 2, 0, 1, 1, 2, 2, 0, 1, 0, 1, 1, 0]
153962: [0, 4, 1, 1, 3, 0, 2, 1, 1, 1, 4, 1, 5, 3, 3]
154225: [1, 6, 16, 6, 16, 15, 9, 3, 8, 4, 7, 6, 2, 7, 3]
154288: [0, 1, 2, 3, 4, 5, 1, 5, 0, 0, 1, 3, 0, 1, 1]
154655: [0, 0, 0, 1, 2, 15, 22, 10, 0, 10, 4, 3, 1, 1, 1]
154852: [0, 0, 0, 1, 2, 3, 5, 1, 4, 3, 1, 2, 0, 2, 0]
155014: [0, 0, 0, 1, 3, 2, 2, 0, 0, 4, 2, 2, 2, 3, 2]
155093: [0, 1, 2, 3, 4, 5, 5, 3, 2, 2, 3, 1, 1, 1, 1]
155311: [0, 1, 4, 4, 9, 5, 1, 5, 3, 1, 4, 1, 4, 3, 4]
155388: [1, 6, 7, 7, 7, 4, 8, 5, 9, 1, 1, 1, 1, 1, 0]
155436: [0, 0, 4, 10, 4, 6, 2, 2, 1, 1, 4, 3, 1, 2, 2]
155479: [1, 6, 4, 1, 3, 0, 2, 0, 0, 1, 8, 1, 3, 3, 4]
155682: [0, 1, 3, 3, 3, 5, 3, 3, 0, 2, 0, 1, 1, 0, 2]
155743: [0, 3, 10, 17, 20, 19, 22, 21, 22, 12, 17, 12, 14, 23, 14]
155763: [1, 0, 8, 14, 22, 22, 6, 12, 12, 7, 4, 5, 0, 2, 0]
155941: [0, 6, 6, 9, 4, 2, 11, 7, 2, 4, 3, 2, 2, 0, 4]
156026: [0, 0, 3, 8, 8, 6, 9, 3, 5, 4, 4, 2, 2, 2, 2]
156037: [0, 2, 3, 5, 6, 3, 2, 3, 1, 4, 1, 6, 2, 4, 2]
156083: [0, 0, 0, 0, 2, 2, 1, 0, 1, 0, 2, 1, 6, 4, 6]
156114: [0, 1, 3, 2, 0, 1, 1, 0, 2, 0, 0, 1, 1, 5, 3]
156157: [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 5]
156198: [0, 1, 5, 6, 4, 6, 4, 3, 0, 0, 1, 0, 0, 0, 0]
156529: [3, 1, 5, 1, 1, 1, 1, 2, 0, 1, 1, 0, 0, 0, 3]
156627: [1, 1, 3, 3, 3, 9, 1, 11, 0, 3, 0, 0, 0, 1, 0]
156713: [2, 16, 24, 36, 25, 39, 12, 19, 13, 11, 4, 3, 2, 1, 3]
156734: [0, 5, 5, 11, 6, 6, 1, 7, 2, 2, 0, 1, 1, 1, 0]
156755: [0, 2, 1, 1, 2, 5, 2, 1, 0, 2, 0, 3, 2, 0, 0]
156977: [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
157136: [0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 0]
157161: [0, 2, 4, 3, 3, 2, 2, 1, 0, 3, 0, 0, 0, 0, 2]
157179: [1, 3, 5, 3, 7, 8, 6, 5, 17, 16, 15, 6, 9, 10, 7]
157304: [0, 4, 8, 10, 4, 3, 3, 3, 1, 2, 0, 0, 5, 2, 1]
157343: [4, 13, 12, 8, 34, 33, 36, 18, 25, 18, 23, 9, 20, 26, 17]
157360: [0, 1, 2, 4, 6, 1, 1, 2, 0, 2, 1, 3, 3, 3, 6]
157440: [0, 0, 1, 1, 5, 8, 6, 9, 3, 3, 3, 4, 1, 1, 0]
157475: [3, 5, 5, 7, 7, 14, 7, 6, 5, 4, 5, 2, 7, 6, 5]
157539: [1, 1, 1, 1, 6, 4, 14, 15, 11, 9, 5, 8, 10, 8, 10]
157761: [0, 0, 5, 1, 1, 3, 4, 3, 3, 4, 0, 10, 3, 5, 5]
157936: [0, 0, 1, 0, 1, 2, 2, 4, 4, 2, 5, 0, 3, 0, 1]
157979: [0, 0, 0, 0, 1, 4, 1, 1, 2, 1, 3, 3, 5, 4, 5]
158300: [8, 4, 2, 2, 1, 5, 0, 1, 2, 0, 0, 0, 0, 0, 1]
158345: [0, 2, 0, 2, 11, 9, 15, 0, 8, 6, 9, 1, 1, 10, 6]
158500: [1, 2, 5, 7, 3, 1, 1, 1, 0, 2, 1, 3, 1, 2, 1]
158580: [0, 1, 0, 0, 3, 1, 0, 1, 1, 2, 1, 3, 0, 2, 3]
158583: [0, 1, 2, 7, 11, 13, 7, 7, 5, 2, 5, 1, 2, 3, 0]
158599: [3, 14, 10, 19, 8, 6, 4, 6, 1, 2, 0, 2, 2, 1, 1]
158785: [0, 2, 2, 1, 5, 11, 4, 9, 3, 5, 1, 1, 4, 2, 1]
158833: [1, 4, 3, 3, 7, 10, 6, 2, 6, 4, 6, 4, 2, 2, 3]
158918: [1, 0, 4, 3, 11, 10, 6, 8, 5, 7, 4, 8, 0, 4, 1]
158991: [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 4]
159352: [0, 1, 0, 0, 1, 2, 1, 0, 0, 0, 1, 2, 0, 0, 2]
159512: [0, 2, 5, 7, 1, 6, 4, 4, 1, 3, 6, 7, 8, 3, 7]
159559: [1, 3, 0, 8, 5, 0, 4, 1, 3, 0, 1, 1, 1, 2, 0]
159612: [1, 2, 2, 3, 4, 4, 4, 6, 1, 5, 2, 1, 0, 1, 0]
159660: [0, 1, 5, 5, 4, 4, 10, 7, 6, 2, 2, 2, 1, 1, 4]
159683: [1, 5, 4, 4, 3, 2, 3, 3, 0, 3, 0, 1, 2, 2, 3]
159845: [0, 2, 1, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 6]
159906: [0, 0, 3, 1, 3, 8, 4, 1, 1, 6, 0, 0, 2, 3, 2]
159912: [0, 2, 4, 4, 12, 16, 7, 4, 5, 2, 2, 4, 3, 1, 1]
159945: [0, 5, 6, 2, 0, 2, 3, 1, 3, 1, 1, 3, 0, 1, 3]
160011: [2, 0, 2, 1, 6, 8, 5, 4, 2, 0, 1, 7, 2, 2, 5]
160080: [2, 5, 5, 9, 4, 3, 0, 2, 0, 1, 0, 0, 0, 0, 0]
160316: [0, 1, 0, 0, 3, 3, 0, 2, 0, 1, 0, 1, 3, 4, 3]
160346: [1, 5, 1, 5, 2, 5, 2, 4, 5, 2, 3, 1, 3, 0, 0]
160397: [1, 2, 3, 5, 7, 10, 4, 11, 5, 8, 2, 8, 5, 1, 5]
160527: [0, 0, 1, 7, 3, 7, 1, 5, 1, 4, 1, 1, 0, 3, 0]
160609: [0, 0, 3, 2, 4, 3, 3, 0, 3, 0, 4, 2, 3, 2, 1]
160709: [0, 4, 15, 5, 8, 9, 8, 11, 3, 13, 1, 3, 2, 1, 2]
160881: [2, 8, 6, 14, 11, 13, 6, 4, 1, 5, 1, 2, 1, 2, 2]
160896: [0, 0, 2, 1, 0, 0, 0, 0, 1, 0, 4, 3, 3, 4, 1]
160921: [0, 2, 3, 4, 3, 6, 2, 3, 4, 2, 3, 1, 3, 1, 1]
160970: [0, 4, 12, 10, 24, 10, 3, 5, 6, 3, 1, 1, 2, 1, 3]
160974: [0, 3, 8, 2, 3, 1, 2, 2, 1, 0, 1, 3, 0, 4, 2]
161285: [0, 4, 2, 10, 10, 16, 15, 4, 3, 5, 0, 2, 1, 1, 0]
161348: [1, 4, 4, 10, 8, 3, 28, 21, 32, 19, 34, 10, 15, 4, 13]
161355: [0, 0, 0, 0, 2, 6, 3, 3, 2, 3, 1, 3, 1, 2, 0]
161547: [3, 0, 10, 0, 17, 0, 0, 0, 2, 1, 1, 0, 0, 0, 1]
161597: [2, 7, 6, 36, 36, 29, 22, 8, 8, 7, 7, 4, 5, 2, 0]
161616: [2, 2, 7, 2, 1, 2, 1, 2, 8, 2, 2, 0, 3, 3, 8]
161621: [0, 0, 1, 1, 3, 2, 2, 6, 2, 1, 2, 1, 3, 1, 2]
161679: [0, 0, 4, 4, 5, 4, 3, 1, 7, 1, 3, 0, 1, 0, 0]
161692: [0, 6, 20, 18, 9, 12, 6, 9, 2, 3, 2, 6, 0, 2, 5]
161772: [0, 0, 0, 0, 3, 3, 2, 2, 2, 3, 1, 4, 0, 1, 0]
161793: [6, 10, 3, 6, 12, 11, 10, 1, 8, 1, 4, 8, 3, 4, 5]
162013: [0, 0, 3, 0, 0, 1, 2, 2, 0, 2, 0, 3, 0, 1, 4]
162102: [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 1, 1]
162235: [0, 0, 0, 5, 2, 1, 2, 4, 0, 4, 0, 1, 0, 3, 1]
162237: [0, 0, 2, 2, 7, 2, 3, 2, 2, 0, 3, 3, 2, 3, 2]
162284: [0, 1, 7, 3, 2, 2, 2, 1, 4, 1, 2, 0, 1, 1, 0]
162290: [0, 0, 0, 0, 0, 1, 0, 1, 2, 2, 4, 0, 4, 5, 4]
162331: [0, 0, 5, 5, 8, 2, 6, 7, 7, 6, 4, 4, 2, 4, 1]
162337: [0, 1, 5, 4, 7, 5, 1, 5, 1, 1, 5, 0, 3, 0, 2]
162410: [7, 2, 1, 1, 2, 7, 9, 6, 3, 8, 4, 5, 6, 2, 8]
162433: [0, 0, 2, 2, 4, 5, 6, 4, 0, 2, 1, 1, 0, 0, 3]
162511: [0, 0, 7, 5, 2, 4, 1, 1, 2, 2, 2, 3, 1, 0, 3]
162535: [0, 1, 4, 0, 1, 5, 1, 0, 1, 1, 7, 3, 6, 8, 12]
162585: [7, 10, 40, 49, 32, 58, 46, 67, 31, 61, 28, 34, 28, 30, 41]
162605: [0, 1, 5, 11, 9, 1, 13, 7, 10, 3, 11, 3, 6, 3, 7]
162680: [0, 2, 5, 5, 5, 5, 2, 5, 3, 5, 5, 6, 3, 2, 4]
162828: [1, 1, 2, 2, 0, 3, 3, 2, 1, 4, 2, 5, 0, 6, 2]
162915: [3, 11, 13, 4, 15, 9, 9, 0, 3, 2, 0, 2, 0, 2, 0]
162995: [2, 5, 8, 3, 5, 7, 15, 2, 8, 6, 17, 4, 6, 15, 14]
163009: [1, 1, 4, 9, 4, 8, 6, 3, 16, 10, 10, 7, 10, 8, 10]
163068: [0, 2, 3, 1, 0, 1, 7, 0, 2, 1, 3, 3, 2, 0, 1]
163088: [1, 0, 11, 4, 4, 5, 2, 4, 6, 6, 0, 1, 2, 5, 5]
163173: [0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0]
163187: [0, 0, 2, 2, 9, 8, 5, 1, 3, 1, 6, 4, 0, 3, 0]
163238: [0, 1, 6, 5, 4, 4, 4, 0, 1, 2, 1, 1, 0, 0, 0]
163354: [0, 1, 3, 3, 0, 2, 1, 5, 3, 1, 13, 10, 10, 9, 4]
163380: [1, 0, 2, 4, 10, 8, 12, 1, 4, 2, 8, 5, 4, 11, 10]
163412: [0, 0, 1, 2, 0, 0, 2, 0, 0, 0, 0, 0, 2, 1, 2]
163471: [0, 3, 6, 4, 5, 11, 8, 8, 2, 6, 2, 2, 3, 2, 2]
163541: [0, 7, 9, 12, 7, 3, 4, 2, 1, 3, 2, 1, 1, 0, 0]
163738: [0, 2, 1, 2, 4, 3, 0, 1, 2, 1, 0, 1, 2, 2, 3]
163764: [1, 2, 6, 0, 3, 2, 0, 2, 4, 1, 0, 1, 0, 4, 0]
163808: [0, 3, 4, 4, 0, 5, 4, 5, 0, 3, 1, 3, 2, 3, 4]
163826: [1, 0, 6, 10, 2, 12, 8, 15, 2, 18, 6, 6, 7, 2, 9]
163912: [0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 9, 9, 4, 2]
163940: [1, 6, 11, 10, 7, 4, 4, 4, 3, 2, 0, 0, 1, 2, 1]
164010: [0, 2, 0, 0, 2, 0, 1, 0, 0, 0, 0, 1, 0, 1, 2]
164044: [0, 0, 1, 6, 3, 9, 2, 3, 2, 2, 0, 1, 0, 0, 1]
164088: [0, 2, 2, 5, 4, 2, 9, 7, 6, 1, 4, 0, 0, 1, 8]
164122: [0, 1, 3, 4, 6, 6, 1, 2, 0, 3, 0, 0, 0, 0, 0]
164197: [0, 0, 2, 3, 5, 4, 4, 0, 5, 3, 4, 0, 0, 1, 2]
164205: [0, 0, 3, 0, 3, 0, 8, 0, 3, 1, 4, 3, 3, 2, 5]
164237: [0, 3, 6, 0, 4, 5, 3, 0, 3, 1, 2, 0, 1, 3, 2]
164340: [0, 0, 2, 3, 7, 13, 5, 6, 4, 6, 0, 2, 0, 0, 0]
164420: [0, 0, 0, 2, 2, 6, 3, 4, 3, 2, 0, 3, 1, 2, 2]
164485: [0, 0, 1, 6, 4, 5, 2, 2, 1, 1, 2, 0, 0, 2, 0]
164493: [0, 0, 0, 0, 2, 2, 0, 3, 5, 3, 1, 2, 0, 0, 0]
164558: [0, 2, 5, 5, 5, 5, 3, 3, 1, 6, 1, 3, 0, 1, 1]
164685: [0, 0, 3, 3, 5, 7, 2, 5, 4, 6, 2, 4, 3, 0, 3]
164845: [0, 1, 1, 6, 4, 6, 2, 6, 3, 8, 2, 10, 10, 20, 28]
164904: [0, 3, 4, 4, 8, 4, 2, 0, 1, 0, 0, 0, 0, 0, 0]
164920: [3, 1, 0, 2, 1, 1, 1, 0, 0, 1, 1, 0, 1, 2, 3]
164950: [1, 2, 0, 0, 1, 4, 1, 0, 1, 0, 1, 1, 0, 6, 3]
164958: [0, 5, 5, 1, 3, 2, 0, 0, 5, 0, 3, 1, 0, 1, 2]
165008: [0, 1, 0, 1, 0, 3, 2, 4, 4, 2, 0, 0, 3, 2, 0]
165046: [0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 2, 3, 6, 3]
165069: [0, 0, 0, 1, 0, 2, 2, 4, 2, 3, 0, 2, 0, 2, 8]
165397: [0, 9, 10, 9, 9, 11, 9, 2, 6, 2, 3, 1, 1, 0, 1]
165447: [0, 5, 5, 6, 4, 5, 2, 4, 3, 2, 0, 3, 1, 2, 2]
165608: [1, 8, 10, 9, 8, 2, 4, 2, 0, 2, 2, 2, 0, 0, 0]
165625: [2, 6, 5, 9, 4, 6, 6, 4, 4, 2, 4, 1, 2, 6, 2]
165662: [0, 3, 8, 7, 7, 6, 5, 2, 1, 0, 0, 0, 0, 0, 1]
165753: [0, 1, 1, 0, 3, 3, 0, 2, 3, 0, 0, 3, 0, 3, 4]
165851: [1, 6, 3, 4, 7, 4, 5, 4, 3, 1, 2, 1, 3, 1, 1]
166075: [1, 5, 2, 1, 2, 0, 3, 1, 2, 3, 2, 0, 1, 0, 1]
166222: [0, 2, 3, 2, 5, 1, 2, 1, 6, 4, 3, 3, 1, 0, 0]
166262: [0, 0, 0, 1, 1, 1, 5, 2, 0, 1, 1, 3, 0, 1, 8]
166278: [0, 10, 14, 17, 22, 8, 18, 8, 21, 3, 8, 4, 5, 4, 5]
166398: [0, 5, 5, 7, 2, 2, 3, 2, 0, 1, 1, 0, 1, 5, 1]
166471: [0, 19, 31, 10, 23, 5, 25, 5, 12, 5, 11, 2, 2, 9, 6]
166580: [5, 8, 10, 9, 5, 7, 3, 1, 5, 1, 1, 4, 2, 2, 2]
166707: [2, 1, 17, 14, 13, 4, 3, 6, 4, 4, 4, 7, 1, 0, 3]
166757: [0, 2, 1, 1, 0, 1, 1, 2, 3, 3, 3, 6, 6, 4, 7]
166763: [0, 0, 2, 5, 6, 5, 6, 1, 1, 2, 0, 0, 0, 1, 1]
166812: [1, 0, 11, 4, 10, 9, 12, 7, 13, 10, 11, 5, 8, 11, 20]
166833: [0, 1, 5, 13, 18, 9, 17, 13, 18, 4, 10, 4, 7, 2, 6]
166860: [0, 5, 3, 6, 4, 12, 8, 5, 1, 9, 3, 2, 5, 1, 1]
166932: [0, 5, 0, 4, 7, 7, 4, 1, 0, 1, 2, 0, 0, 2, 1]
166970: [1, 20, 17, 20, 11, 5, 8, 4, 7, 6, 7, 1, 0, 1, 4]
167001: [1, 17, 9, 32, 15, 37, 20, 34, 23, 21, 12, 17, 24, 28, 22]
167129: [0, 1, 7, 7, 5, 3, 3, 5, 1, 1, 0, 1, 0, 0, 1]
167155: [1, 5, 11, 6, 9, 3, 2, 0, 0, 2, 0, 0, 0, 0, 0]
167164: [3, 6, 4, 9, 5, 7, 12, 10, 13, 15, 7, 3, 18, 10, 16]
167394: [0, 0, 2, 7, 6, 4, 4, 2, 5, 1, 2, 1, 3, 0, 7]
167404: [0, 1, 3, 2, 4, 8, 3, 3, 5, 2, 3, 3, 2, 4, 2]
167577: [0, 4, 1, 4, 1, 1, 1, 1, 3, 0, 3, 0, 2, 1, 1]
167630: [4, 1, 2, 2, 7, 7, 1, 6, 6, 6, 1, 7, 4, 5, 1]
167911: [0, 4, 13, 11, 3, 2, 3, 2, 0, 0, 1, 2, 0, 0, 0]
167916: [1, 1, 9, 8, 1, 8, 7, 5, 3, 5, 2, 4, 1, 1, 0]
167945: [0, 9, 7, 8, 11, 9, 14, 12, 21, 10, 14, 11, 7, 10, 14]
168018: [2, 2, 4, 4, 1, 2, 0, 0, 1, 2, 0, 3, 2, 6, 4]
168098: [0, 4, 16, 9, 5, 5, 13, 3, 1, 2, 0, 1, 1, 1, 0]
168340: [0, 3, 2, 1, 1, 1, 0, 1, 5, 1, 4, 2, 4, 6, 3]
168366: [0, 2, 1, 2, 4, 2, 7, 5, 3, 4, 6, 2, 9, 2, 2]
168374: [0, 3, 4, 9, 11, 8, 5, 2, 2, 0, 1, 1, 0, 0, 0]
168389: [1, 1, 2, 0, 0, 2, 0, 1, 2, 3, 2, 5, 0, 1, 2]
168440: [1, 3, 4, 3, 3, 3, 4, 6, 0, 0, 2, 1, 0, 2, 0]
168446: [0, 3, 6, 5, 7, 18, 12, 11, 6, 13, 4, 4, 3, 2, 4]
168464: [0, 0, 1, 3, 5, 2, 3, 4, 2, 4, 0, 3, 3, 0, 1]
168818: [1, 2, 7, 0, 2, 4, 3, 1, 0, 2, 1, 0, 1, 1, 1]
168928: [2, 0, 2, 5, 4, 6, 2, 3, 1, 5, 3, 0, 0, 2, 4]
168939: [0, 3, 5, 2, 2, 4, 3, 4, 1, 1, 1, 0, 1, 0, 0]
169100: [0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0]
169135: [0, 2, 14, 12, 16, 13, 9, 7, 4, 7, 3, 3, 3, 2, 2]
169230: [0, 1, 2, 0, 1, 2, 3, 3, 1, 5, 2, 3, 3, 2, 2]
169235: [5, 2, 1, 3, 5, 4, 2, 4, 0, 2, 1, 0, 1, 0, 1]
169380: [0, 2, 5, 7, 13, 14, 5, 5, 1, 4, 0, 2, 0, 1, 0]
169457: [0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 1, 3, 6, 1]
169496: [1, 3, 2, 0, 3, 2, 2, 4, 3, 7, 0, 1, 1, 1, 0]
169841: [1, 6, 11, 3, 1, 3, 3, 1, 2, 0, 2, 1, 1, 1, 0]
169968: [0, 0, 0, 3, 4, 4, 2, 1, 0, 0, 0, 6, 2, 1, 2]
170018: [0, 4, 2, 5, 13, 6, 4, 1, 3, 3, 5, 4, 6, 2, 4]
170137: [0, 0, 3, 4, 1, 6, 2, 2, 1, 4, 3, 0, 0, 2, 4]
170157: [0, 1, 3, 3, 2, 5, 7, 2, 1, 0, 4, 3, 0, 0, 1]
170184: [0, 1, 2, 0, 4, 1, 2, 1, 1, 0, 2, 2, 0, 0, 0]
170434: [2, 1, 0, 8, 4, 1, 1, 2, 1, 3, 1, 4, 0, 2, 0]
170463: [3, 3, 7, 14, 10, 10, 3, 3, 2, 1, 3, 1, 1, 1, 0]
170603: [0, 0, 2, 1, 2, 4, 4, 8, 9, 30, 4, 8, 2, 19, 10]
170752: [0, 5, 1, 4, 1, 1, 4, 2, 0, 2, 0, 1, 0, 0, 1]
170882: [2, 1, 9, 8, 2, 9, 2, 3, 3, 2, 0, 2, 1, 0, 2]
170890: [1, 0, 5, 9, 5, 4, 2, 1, 3, 3, 2, 4, 0, 2, 0]
171054: [0, 0, 4, 1, 2, 2, 6, 3, 4, 2, 3, 4, 0, 0, 0]
171160: [0, 9, 17, 2, 14, 2, 5, 1, 2, 0, 1, 0, 2, 2, 2]
171332: [1, 2, 2, 12, 18, 13, 22, 19, 7, 11, 9, 0, 2, 0, 0]
171444: [2, 3, 0, 2, 2, 3, 0, 11, 7, 15, 1, 4, 3, 3, 3]
171541: [3, 4, 3, 6, 4, 1, 6, 1, 4, 3, 4, 0, 1, 6, 1]
171664: [0, 2, 2, 0, 3, 1, 1, 1, 3, 0, 2, 0, 4, 1, 0]
171678: [0, 1, 2, 6, 6, 6, 9, 4, 8, 2, 5, 4, 1, 7, 10]
171706: [1, 3, 10, 7, 14, 7, 14, 5, 6, 7, 6, 1, 2, 2, 0]
171710: [0, 1, 2, 1, 3, 2, 1, 3, 6, 5, 4, 3, 3, 3, 3]
171716: [0, 0, 0, 2, 1, 0, 2, 0, 2, 0, 0, 0, 1, 1, 1]
171857: [6, 0, 1, 3, 7, 7, 10, 1, 2, 2, 8, 3, 5, 4, 1]
171864: [1, 1, 8, 2, 2, 4, 3, 1, 2, 0, 1, 0, 1, 1, 0]
171925: [0, 0, 1, 1, 0, 1, 2, 1, 2, 1, 0, 3, 1, 1, 3]
172075: [1, 7, 4, 5, 9, 4, 5, 1, 1, 4, 1, 5, 1, 6, 3]
172119: [0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 2, 0, 0]
172124: [0, 4, 1, 3, 5, 3, 4, 2, 4, 0, 4, 1, 5, 1, 2]
172163: [0, 0, 2, 1, 4, 2, 2, 3, 4, 3, 4, 2, 0, 1, 3]
172406: [0, 0, 0, 2, 1, 0, 1, 0, 0, 0, 0, 2, 1, 4, 4]
172561: [1, 1, 6, 3, 1, 3, 0, 2, 0, 4, 2, 1, 3, 5, 1]
172631: [0, 2, 7, 6, 6, 2, 9, 7, 5, 4, 2, 3, 0, 2, 2]
172811: [0, 0, 4, 1, 2, 1, 1, 2, 2, 4, 2, 1, 1, 1, 5]
172855: [0, 1, 9, 3, 6, 7, 6, 1, 3, 3, 4, 2, 1, 3, 3]
173037: [3, 5, 6, 4, 12, 4, 4, 4, 4, 1, 2, 1, 0, 0, 1]
173093: [3, 4, 13, 19, 13, 6, 4, 3, 0, 3, 1, 3, 0, 0, 0]
173102: [0, 1, 2, 2, 1, 9, 1, 4, 3, 1, 3, 0, 2, 2, 3]
173123: [1, 2, 3, 6, 1, 12, 5, 3, 0, 1, 1, 0, 0, 1, 2]
173142: [2, 0, 0, 2, 0, 2, 2, 0, 3, 2, 5, 0, 2, 0, 2]
173198: [5, 7, 12, 16, 11, 3, 5, 4, 4, 2, 3, 0, 1, 1, 0]
173499: [0, 0, 2, 1, 1, 3, 8, 4, 5, 0, 4, 0, 2, 2, 0]
173570: [0, 8, 6, 13, 2, 8, 1, 2, 0, 0, 0, 1, 1, 0, 0]
173605: [0, 3, 2, 4, 2, 4, 1, 4, 3, 3, 1, 5, 1, 2, 0]
173711: [0, 0, 4, 8, 3, 4, 5, 1, 6, 8, 6, 8, 6, 7, 9]
173765: [0, 1, 4, 7, 7, 4, 5, 2, 1, 1, 0, 0, 1, 3, 0]
173934: [1, 2, 2, 3, 5, 4, 5, 4, 6, 5, 10, 3, 2, 5, 3]
174130: [0, 0, 2, 8, 0, 1, 2, 2, 2, 1, 2, 2, 1, 2, 1]
174329: [1, 8, 4, 7, 5, 4, 3, 1, 2, 2, 5, 1, 1, 1, 2]
174368: [0, 3, 3, 0, 4, 5, 0, 1, 6, 3, 4, 1, 5, 2, 1]
174618: [0, 1, 0, 1, 1, 6, 6, 2, 0, 2, 3, 3, 0, 1, 2]
174649: [1, 3, 3, 11, 14, 9, 8, 3, 2, 3, 3, 2, 1, 4, 8]
174751: [0, 2, 6, 5, 12, 2, 14, 5, 4, 1, 3, 1, 6, 2, 3]
174872: [0, 1, 0, 4, 2, 4, 1, 1, 2, 0, 0, 1, 2, 2, 1]
174901: [0, 0, 2, 5, 9, 11, 14, 11, 4, 8, 3, 7, 8, 6, 12]
174910: [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
174956: [1, 3, 7, 4, 5, 7, 8, 2, 1, 2, 1, 2, 4, 1, 2]
175065: [0, 0, 2, 6, 4, 4, 4, 4, 2, 4, 0, 2, 3, 0, 1]
175109: [1, 6, 3, 3, 4, 0, 1, 2, 1, 0, 1, 1, 2, 2, 2]
175162: [0, 0, 0, 4, 4, 5, 3, 5, 1, 4, 3, 3, 1, 2, 0]
175164: [1, 0, 2, 5, 2, 8, 8, 5, 2, 3, 1, 2, 0, 1, 3]
175207: [2, 8, 8, 4, 5, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0]
175326: [0, 1, 5, 2, 6, 3, 0, 3, 1, 0, 0, 3, 0, 0, 3]
175336: [0, 2, 4, 3, 4, 5, 5, 2, 5, 1, 1, 0, 1, 2, 0]
175429: [0, 0, 0, 0, 1, 2, 2, 4, 5, 1, 0, 2, 1, 3, 1]
175466: [0, 1, 1, 2, 2, 1, 1, 1, 4, 1, 2, 1, 1, 0, 3]
175528: [0, 2, 10, 4, 3, 2, 3, 1, 1, 0, 0, 0, 0, 0, 0]
176082: [4, 1, 1, 5, 2, 1, 2, 1, 3, 1, 1, 1, 1, 0, 0]
176155: [0, 7, 2, 10, 0, 7, 1, 1, 0, 1, 0, 1, 0, 0, 1]
176194: [1, 4, 3, 2, 2, 2, 1, 1, 2, 3, 2, 1, 8, 4, 3]
176226: [1, 7, 6, 5, 7, 6, 6, 5, 2, 0, 1, 0, 1, 0, 1]
176422: [0, 1, 2, 5, 1, 4, 1, 0, 0, 2, 1, 1, 0, 2, 1]
176569: [0, 0, 0, 0, 0, 1, 1, 2, 0, 0, 1, 1, 1, 2, 1]
176571: [2, 7, 2, 3, 6, 1, 2, 5, 3, 1, 1, 1, 0, 0, 3]
176572: [0, 4, 3, 4, 3, 3, 3, 1, 4, 1, 1, 1, 1, 0, 2]
176629: [1, 1, 7, 14, 5, 5, 5, 10, 7, 4, 2, 3, 0, 3, 0]
